outward,easting,northing,lat,lon
DG11,320189,585667,55.158879,-3.254144
DG12,326355,547455,54.816522,-3.147556
DG13,332573,592955,55.226199,-3.061562
DG14,335212,574836,55.063758,-3.015946
DG15,332264,567928,55.001299,-3.060455
DG16,331843,567899,55.000982,-3.067026
DG2,296187,573489,55.045034,-3.626244
DG29Q,295344,577408,55.080053,-3.640882
DG3,283642,594195,55.228218,-3.830976
DG4,276553,610694,55.374666,-3.949613
DG5,278183,593100,55.217070,-3.916273
DG6,362081,485302,54.261983,-2.583621
DG7,271464,569584,55.004183,-4.011175
DG8,239047,554864,54.862611,-4.509262
DG87,216856,557024,54.874358,-4.855943
DG9,206220,556716,54.867594,-5.021240
DH1,426281,542094,54.773100,-1.592989
DH2,425596,552723,54.868645,-1.602711
DH3,428221,553263,54.873356,-1.561758
DH4,432667,542352,54.775038,-1.493698
DH5,435315,547668,54.822628,-1.451904
DH6,434222,540101,54.754708,-1.469802
DH7,418434,541749,54.770340,-1.714995
DH8,409661,551945,54.862209,-1.851023
DH9,419810,553015,54.871530,-1.692840
DH97,425712,547056,54.817710,-1.601412
DL1,430537,512465,54.506601,-1.529920
DL10,425024,486947,54.277575,-1.617192
DL11,414927,490018,54.305564,-1.772099
DL12,397812,531578,54.679267,-2.035459
DL13,399420,536102,54.719927,-2.010522
DL14,420183,529014,54.655836,-1.688690
DL15,419570,514669,54.526950,-1.699141
DL16,422198,517254,54.550071,-1.658346
DL17,429941,532361,54.685426,-1.537099
DL18,429304,533096,54.692067,-1.546917
DL1O,416544,500680,54.401331,-1.746674
DL2,425949,514130,54.521821,-1.600623
DL3,426922,514748,54.527320,-1.585539
DL4,422955,526059,54.629161,-1.645960
DL5,427106,524434,54.614355,-1.581811
DL6,451430,495965,54.356643,-1.210150
DL7,434827,483591,54.246845,-1.467047
DL8,410791,492375,54.326851,-1.835574
DL9,419535,498040,54.377505,-1.700771
DN1,457605,409844,53.582059,-1.131382
DN10,470195,394904,53.446262,-0.944584
DN11,460861,395014,53.448412,-1.085079
DN12,455315,399055,53.485333,-1.167863
DN14,470415,424983,53.716540,-0.934502
DN15,490366,416362,53.636011,-0.634777
DN16,490105,408782,53.567946,-0.640909
DN17,485332,409529,53.575455,-0.712752
DN18,503678,421473,53.679472,-0.431822
DN19,508019,422651,53.689179,-0.365728
DN2,459701,404651,53.535148,-1.100717
DN20,500769,407938,53.558429,-0.480220
DN21,488369,392962,53.426082,-0.671573
DN22,471886,381588,53.326363,-0.922148
DN3,462970,408430,53.568734,-1.050643
DN31,528302,406162,53.536477,-0.065535
DN32,528266,405693,53.532266,-0.066273
DN33,526276,406621,53.541089,-0.095898
DN34,520510,406856,53.544551,-0.182768
DN35,530249,408513,53.557113,-0.035189
DN36,530520,402149,53.499877,-0.033757
DN37,522862,406442,53.540286,-0.147465
DN38,505542,410041,53.576383,-0.407491
DN39,510727,415162,53.621322,-0.327392
DN4,457509,410703,53.589786,-1.132675
DN40,516961,415671,53.624544,-0.233007
DN41,519822,412079,53.591627,-0.191140
DN43,428424,398848,53.485602,-1.573118
DN5,454081,404568,53.535015,-1.185501
DN6,452835,411145,53.594244,-1.203200
DN7,464822,410027,53.582860,-1.022352
DN8,469399,413300,53.611691,-0.952494
DN9,473851,405526,53.541223,-0.887059
DN99,428792,399880,53.494858,-1.567479
DT1,370536,90865,50.716651,-2.418709
DT10,372686,144398,51.198135,-2.392289
DT11,389772,115363,50.937617,-2.146915
DT2,367063,99753,50.796396,-2.468691
DT3,363540,127859,51.048915,-2.521508
DT4,367122,79044,50.610172,-2.466004
DT4O,366480,78936,50.609158,-2.475076
DT5,374578,83197,50.647890,-2.360919
DT51,369664,71184,50.539621,-2.429445
DT6,345647,94284,50.745599,-2.771733
DT7,349049,100152,50.798671,-2.724334
DT8,347985,101650,50.812048,-2.739640
DT9,362274,114469,50.928426,-2.538171
DY1,394262,290641,52.513640,-2.085968
DY10,384776,276556,52.386840,-2.225105
DY11,382958,270399,52.331429,-2.251503
DY12,382552,278219,52.401716,-2.257859
DY13,390953,276650,52.387823,-2.134351
DY14,376295,278269,52.401932,-2.349841
DY2,394080,286960,52.480546,-2.088582
DY3,389440,297073,52.571393,-2.157235
DY4,395740,292644,52.531666,-2.064210
DY5,391985,287388,52.484375,-2.119444
DY6,388161,288359,52.493031,-2.175792
DY7,389726,296083,52.562495,-2.152983
DY8,392878,280495,52.422412,-2.106145
DY9,391298,277285,52.393532,-2.129298
E0,535481,184586,51.543917,-0.047643
E1,533771,182751,51.527838,-0.072977
E10,529454,191686,51.609143,-0.131891
E11,538708,192413,51.613466,0.001957
E12,541370,185636,51.551910,0.037651
E13,539338,183154,51.530114,0.007375
E14,536757,188522,51.578983,-0.027715
E15,539413,184292,51.540321,0.008916
E16,541321,182525,51.523972,0.035695
E17,534765,192673,51.616762,-0.054852
E18,540276,190378,51.594795,0.023781
E1W,535367,180712,51.509137,-0.050765
E2,532854,189085,51.584979,-0.083806
E26P,534528,182832,51.528383,-0.062047
E3,537102,182824,51.527694,-0.024964
E32U,537192,183216,51.531193,-0.023518
E4,534470,193417,51.623516,-0.058833
E47A,538888,194684,51.633828,0.005447
E5,533180,186675,51.563246,-0.080003
E6,544213,182779,51.525520,0.077458
E61A,541360,184024,51.537426,0.036854
E7,541222,184994,51.546182,0.035264
E8,534343,184766,51.545815,-0.063965
E9,533804,191913,51.610165,-0.069023
EA54,306248,667480,55.891288,-3.500596
EC1,531896,182298,51.524212,-0.100155
EC1A,532243,182020,51.521631,-0.095267
EC1E,531744,182157,51.522973,-0.102410
EC1M,531977,181924,51.520825,-0.099141
EC1N,531492,181618,51.518194,-0.106241
EC1R,531331,182516,51.526295,-0.108224
EC1V,531969,182635,51.527217,-0.098986
EC1Y,532762,182254,51.523611,-0.087703
EC2,533015,181810,51.519564,-0.084222
EC2A,533171,182350,51.524373,-0.081767
EC2M,533204,181694,51.518478,-0.081544
EC2N,533072,181388,51.515751,-0.083570
EC2R,532681,181305,51.515104,-0.089221
EC2V,532533,181329,51.515353,-0.091352
EC2Y,532459,181765,51.519289,-0.092257
EC3,533448,180956,51.511782,-0.078313
EC3A,533347,181294,51.514848,-0.079639
EC3M,533336,181070,51.512831,-0.079887
EC3N,533753,180859,51.510838,-0.073953
EC3R,533204,180772,51.510184,-0.081901
EC3V,533084,181090,51.513076,-0.083509
EC4,531615,181186,51.514277,-0.104631
EC4A,531463,181232,51.514729,-0.106801
EC4M,532067,181129,51.513667,-0.098142
EC4N,532422,180916,51.511662,-0.093104
EC4R,532578,180857,51.511100,-0.090877
EC4V,532079,180858,51.511228,-0.098070
EC4Y,531311,181148,51.514012,-0.109020
EG8,365128,132952,51.094802,-2.499349
EH1,325914,673768,55.951209,-3.187968
EH10,324515,670960,55.925769,-3.209563
EH11,325345,663266,55.856786,-3.194165
EH12,321063,673172,55.945076,-3.265445
EH13,322648,669186,55.909530,-3.238929
EH14,319149,668657,55.904209,-3.294730
EH15,330823,673517,55.949684,-3.109303
EH16,327705,671095,55.927469,-3.158576
EH17,328864,670136,55.919024,-3.139775
EH18,330002,665965,55.881724,-3.120497
EH19,331230,665286,55.875800,-3.100696
EH2,325176,673955,55.952774,-3.199835
EH20,324610,668461,55.903334,-3.207354
EH21,334199,672196,55.938296,-3.054939
EH22,333211,666470,55.886722,-3.069332
EH23,335644,663876,55.863746,-3.029826
EH24,324330,678269,55.991391,-3.214582
EH25,326723,663846,55.862204,-3.172312
EH26,322492,660537,55.831822,-3.238947
EH27,331080,600759,55.296105,-3.086944
EH28,315231,670247,55.917812,-3.357871
EH29,313844,675335,55.963268,-3.381693
EH3,324853,673894,55.952178,-3.204988
EH30,313443,677699,55.984428,-3.388862
EH31,337537,688500,56.085200,-3.005311
EH32,340928,675366,55.967651,-2.947930
EH33,340359,673156,55.947724,-2.956556
EH34,344160,668895,55.909904,-2.894823
EH35,341364,669206,55.912362,-2.939602
EH36,346487,662685,55.854377,-2.856366
EH37,340470,662946,55.856016,-2.952525
EH38,339226,652749,55.764250,-2.970117
EH39,355223,684236,56.048887,-2.720430
EH4,321151,674686,55.958691,-3.264481
EH40,359228,677286,55.986799,-2.655081
EH41,352141,672127,55.939796,-2.767735
EH42,366640,678076,55.994470,-2.536385
EH43,336162,637394,55.625919,-3.015351
EH44,333164,637122,55.623071,-3.062885
EH45,324333,640462,55.651782,-3.204001
EH46,314263,649924,55.735096,-3.366938
EH47,295367,663631,55.854483,-3.672996
EH48,294900,670655,55.917465,-3.683181
EH49,302089,677397,55.979533,-3.570667
EH5,324113,676366,55.974265,-3.217530
EH51,300706,681166,56.013097,-3.594211
EH52,307784,673637,55.946889,-3.478148
EH53,310595,669002,55.905791,-3.431618
EH54,304900,667638,55.892451,-3.522192
EH55,302390,659490,55.818766,-3.559368
EH6,327695,676416,55.975265,-3.160154
EH7,326658,674562,55.958455,-3.176260
EH75,327064,674800,55.960649,-3.169837
EH8,331915,668066,55.900879,-3.090439
EH9,326755,671319,55.929340,-3.173825
EN1,533653,196505,51.651463,-0.069451
EN10,539498,214752,51.814011,0.022301
EN11,537712,209141,51.764033,-0.005820
EN15,517992,104704,50.829849,-0.325937
EN2,532168,197611,51.661754,-0.090482
EN3,536528,197543,51.660103,-0.027513
EN4,527597,195549,51.644283,-0.157286
EN5,523344,197792,51.665384,-0.217926
EN6,524863,202116,51.703910,-0.194426
EN7,533806,202814,51.708121,-0.064814
EN8,532674,202635,51.706783,-0.081268
EN9,527265,199065,51.675953,-0.160794
EX1,294589,110472,50.884089,-3.499866
EX10,312073,88539,50.689823,-3.246130
EX11,310028,95097,50.748474,-3.276674
EX12,323925,90659,50.710563,-3.078820
EX13,327875,98115,50.778108,-3.024347
EX14,315530,102206,50.813212,-3.200352
EX15,306988,109220,50.874962,-3.323348
EX16,295574,115599,50.930357,-3.487338
EX17,279050,103241,50.816043,-3.718286
EX18,267987,114121,50.911411,-3.879174
EX19,258473,111947,50.889617,-4.013567
EX2,290076,96606,50.758598,-3.559842
EX20,263736,98158,50.766960,-3.933665
EX21,241590,105149,50.824155,-4.250479
EX22,252265,116330,50.927455,-4.103544
EX23,231836,114889,50.908911,-4.393322
EX24,323496,94484,50.744898,-3.085692
EX29,273552,90984,50.704696,-3.792079
EX3,291031,93140,50.727623,-3.545283
EX30,245792,129216,51.041543,-4.201061
EX31,255504,131680,51.066222,-4.063607
EX32,260616,132078,51.071055,-3.990846
EX33,247582,158984,51.309505,-4.188175
EX34,253326,146796,51.201499,-4.100825
EX35,286690,151543,51.251767,-3.624990
EX36,273167,125332,51.013338,-3.809442
EX37,262219,120983,50.971731,-3.963754
EX38,251869,119155,50.952733,-4.110329
EX39,241896,126607,51.017049,-4.255442
EX4,292449,93457,50.730738,-3.525290
EX49,246160,125736,51.010372,-4.194338
EX5,304218,99407,50.786293,-3.360129
EX6,288760,87679,50.678097,-3.575796
EX7,296218,77719,50.589942,-3.467481
EX8,299596,79808,50.609308,-3.420348
EX9,307424,84450,50.652340,-3.310908
FK1,288195,678462,55.986059,-3.793644
FK10,287854,693813,56.123835,-3.805537
FK11,286147,696659,56.148983,-3.834200
FK12,288865,698070,56.162292,-3.791072
FK13,291731,697086,56.154120,-3.744545
FK14,297813,699443,56.176627,-3.647589
FK15,279733,706238,56.233417,-3.941725
FK16,272453,701595,56.189834,-4.056837
FK17,270413,701832,56.191408,-4.089807
FK18,256088,717120,56.324530,-4.328771
FK19,254381,721285,56.361398,-4.358651
FK2,291091,680357,56.003747,-3.748026
FK20,236993,728004,56.416029,-4.643959
FK21,258214,730077,56.441488,-4.301432
FK28,291872,682936,56.027077,-3.736549
FK3,292859,681635,56.015622,-3.720201
FK4,280864,679969,55.997829,-3.911746
FK5,286256,682852,56.025027,-3.826570
FK6,306100,635007,55.599594,-3.491779
FK7,280549,691023,56.097008,-3.921732
FK7N,279928,691568,56.101740,-3.931957
FK8,270384,696032,56.139330,-4.087442
FK9,280504,695547,56.137620,-3.924482
FL1D,483600,210120,51.783513,-0.789470
FW2,212136,51856,50.336584,-4.641307
FY1,333904,434748,53.804829,-3.005102
FY2,332390,438829,53.841307,-3.028984
FY3,333096,436652,53.821838,-3.017787
FY4,334084,429738,53.759832,-3.001306
FY5,333170,442878,53.877790,-3.018018
FY6,332225,454840,53.985159,-3.035046
FY7,332891,446508,53.910379,-3.023063
FY8,336494,424538,53.713397,-2.963683
G1,267540,635325,55.593481,-4.103496
G11,255492,667382,55.877852,-4.311464
G12,256190,667475,55.878896,-4.300362
G13,254261,668846,55.890628,-4.331904
G14,252900,667788,55.880712,-4.353075
G15,252117,671120,55.910382,-4.367402
G2,258661,665440,55.861359,-4.259842
G20,257508,668028,55.884254,-4.279612
G21,268860,648160,55.709086,-4.088683
G22,260066,669107,55.894692,-4.239307
G23,257051,669904,55.900962,-4.287906
G3,257166,665479,55.861263,-4.283733
G31,261708,664942,55.857775,-4.210940
G32,264584,665056,55.859613,-4.165089
G33,268272,659908,55.814409,-4.103714
G34,266756,666395,55.872235,-4.131074
G36T,258176,666184,55.867890,-4.267979
G4,259329,666067,55.867182,-4.249505
G40,260778,664587,55.854317,-4.225612
G41,256903,662755,55.836738,-4.286487
G42,258695,662062,55.831044,-4.257539
G43,256839,660865,55.819749,-4.286514
G44,258914,660684,55.818736,-4.253328
G46,258051,663672,55.845306,-4.268660
G5,258786,663878,55.847372,-4.257024
G51,254806,664407,55.850942,-4.320821
G52,254369,666021,55.865298,-4.328672
G53,259171,646081,55.687704,-4.241691
G60,245563,673344,55.928283,-4.473424
G61,255254,671437,55.914188,-4.317429
G62,259859,664884,55.856716,-4.240421
G63,251382,689066,56.071253,-4.389079
G64,275693,648671,55.715478,-3.980253
G65,285970,658721,55.808253,-3.820968
G66,269668,666626,55.875106,-4.084688
G67,275221,673941,55.942265,-3.999374
G68,275024,676004,55.960732,-4.003487
G69,268408,665320,55.863044,-4.104168
G71,270086,660347,55.818843,-4.074996
G72,265747,659953,55.814124,-4.144003
G73,271190,638583,55.623720,-4.047135
G74,263568,658536,55.800786,-4.178037
G75,262769,654167,55.761335,-4.188577
G76,259867,638461,55.619488,-4.226742
G77,254023,656288,55.777811,-4.328957
G78,252426,655235,55.767873,-4.353824
G79,266944,664328,55.853728,-4.127065
G81,249980,670929,55.908007,-4.401458
G82,240300,675731,55.947996,-4.558980
G83,237113,686249,56.041330,-4.616324
G84,228324,684014,56.018194,-4.755805
GA12,566488,171744,51.420261,0.393070
GL1,383120,217870,51.859170,-2.246506
GL10,380237,204807,51.741626,-2.287623
GL11,375442,198730,51.686790,-2.356632
GL12,373214,194721,51.650641,-2.388556
GL13,370278,197175,51.672557,-2.431202
GL14,367320,213438,51.818619,-2.475509
GL15,363132,210398,51.791026,-2.535939
GL16,351130,205448,51.745595,-2.709246
GL17,365299,217957,51.859128,-2.505278
GL18,346529,204618,51.737710,-2.775755
GL19,381697,227917,51.949455,-2.267705
GL2,383126,220103,51.879247,-2.246519
GL20,391398,234440,52.008336,-2.126723
GL29,376024,243736,52.091456,-2.351361
GL3,387004,218022,51.860636,-2.190104
GL4,387551,251784,52.164199,-2.183406
GL5,383338,202093,51.717323,-2.242575
GL50,394289,221452,51.891607,-2.084377
GL51,396653,219922,51.877867,-2.050014
GL52,395009,228222,51.952476,-2.074010
GL53,395205,219033,51.869860,-2.071036
GL54,410333,224074,51.915114,-1.851165
GL55,414728,238793,52.047352,-1.786639
GL56,420976,234452,52.008122,-1.695797
GL5O,397888,225128,51.924675,-2.032112
GL6,387899,204603,51.740011,-2.176645
GL7,409203,201432,51.711561,-1.868185
GL75,415544,205096,51.744357,-1.776254
GL8,392453,195650,51.659590,-2.110497
GL9,379823,183097,51.546405,-2.292350
GU1,497559,149465,51.236040,-0.603940
GU10,484125,144939,51.197483,-0.797378
GU11,483774,151395,51.255578,-0.800891
GU12,487431,158062,51.314969,-0.746863
GU13,491298,155514,51.291455,-0.692047
GU14,484493,161357,51.345033,-0.788235
GU15,487205,164792,51.375500,-0.748468
GU16,476076,167406,51.400603,-0.907767
GU17,484659,159588,51.329106,-0.786273
GU18,492752,162221,51.351509,-0.669453
GU19,491409,163248,51.360956,-0.688481
GU2,498583,150373,51.244027,-0.589014
GU20,493409,164033,51.367693,-0.659557
GU21,495468,157894,51.312160,-0.631626
GU22,501309,158254,51.314394,-0.547744
GU23,503752,156517,51.298340,-0.513206
GU24,496089,159849,51.329634,-0.622195
GU25,499544,168613,51.407818,-0.570176
GU26,487231,135533,51.112464,-0.755213
GU27,490172,132313,51.083059,-0.714011
GU28,492139,138762,51.140724,-0.684291
GU29,488716,121083,50.982325,-0.737538
GU3,494955,150546,51.246193,-0.640935
GU30,484449,129736,51.060762,-0.796301
GU31,456960,120760,50.983433,-1.189919
GU32,473295,124284,51.013271,-0.956527
GU33,481629,132476,51.085801,-0.835914
GU34,468089,154604,51.286514,-1.024998
GU35,481348,140751,51.160234,-0.838053
GU3O,483920,131328,51.075147,-0.803479
GU4,501828,150105,51.241042,-0.542617
GU45,480224,160288,51.336034,-0.849761
GU46,481247,160448,51.337335,-0.835041
GU47,484016,161688,51.348074,-0.794998
GU5,503263,147569,51.217995,-0.522797
GU51,480626,155985,51.297301,-0.844959
GU52,481094,152426,51.265238,-0.839058
GU53,481072,152296,51.264065,-0.839403
GU54,657512,880016,57.735928,2.324725
GU6,506516,143503,51.180844,-0.477447
GU7,495443,146400,51.208840,-0.635043
GU8,492987,139585,51.147985,-0.671960
GU9,482481,145981,51.207090,-0.820662
HA0,517540,184990,51.551574,-0.306088
HA1,514486,190573,51.602379,-0.348306
HA2,511830,184968,51.552535,-0.388424
HA3,516530,191066,51.606388,-0.318648
HA4,507422,190130,51.599783,-0.450400
HA5,511112,190484,51.602256,-0.397028
HA6,509602,191519,51.611849,-0.418507
HA7,517205,192084,51.615398,-0.308559
HA8,519935,191704,51.611406,-0.269283
HA9,518868,187389,51.572850,-0.286143
HD1,413328,417165,53.650840,-1.799828
HD2,416569,410946,53.594850,-1.751129
HD3,411454,417059,53.649931,-1.828188
HD4,414290,413584,53.618623,-1.785434
HD5,416945,416501,53.644764,-1.745145
HD6,414788,422006,53.694307,-1.777518
HD7,408702,415343,53.634553,-1.869872
HD8,421127,412763,53.611017,-1.682142
HD80,419124,414564,53.627278,-1.712313
HD9,413959,409219,53.579403,-1.790641
HE21,455296,451648,53.957992,-1.158785
HG1,429674,461976,54.052912,-1.548229
HG2,435137,447486,53.922351,-1.466459
HG3,425010,455225,53.992487,-1.620019
HG4,429098,475653,54.175864,-1.555721
HG41,431360,471888,54.141889,-1.521464
HG5,435405,457524,54.012545,-1.461207
HP1,504404,208015,51.761112,-0.488608
HP10,490400,190475,51.605873,-0.696003
HP11,487568,192017,51.620185,-0.736496
HP12,485767,192731,51.626873,-0.762337
HP13,485016,201271,51.703756,-0.771109
HP14,482870,195790,51.654805,-0.803452
HP15,489331,196768,51.662607,-0.709833
HP16,489406,202469,51.713845,-0.707289
HP17,475452,218680,51.861627,-0.905701
HP18,471732,210882,51.792009,-0.961320
HP19,481059,214049,51.819212,-0.825376
HP2,506232,209563,51.774675,-0.461665
HP20,482574,211774,51.798542,-0.803941
HP21,480671,213240,51.811994,-0.831193
HP22,485571,212052,51.800588,-0.760422
HP23,487197,227324,51.937611,-0.733001
HP27,480678,202590,51.716253,-0.833553
HP3,505966,205404,51.737348,-0.466788
HP4,499319,209434,51.774784,-0.561853
HP5,496703,202171,51.709959,-0.601779
HP6,497290,198711,51.678754,-0.594245
HP7,496725,197342,51.666545,-0.602800
HP8,499162,194164,51.637560,-0.568472
HP9,494524,190637,51.606651,-0.636422
HR1,356011,243141,52.084875,-2.643374
HR2,347549,236151,52.021301,-2.765777
HR3,324950,244096,52.090113,-3.096811
HR4,347469,244585,52.097109,-2.768243
HR5,336182,260150,52.235843,-2.935926
HR6,353552,260818,52.243589,-2.681684
HR7,364962,257032,52.210401,-2.514187
HR8,369469,237792,52.037695,-2.446503
HR9,359686,223404,51.907714,-2.587424
HS1,142651,933072,58.211010,-6.383043
HS2,148301,912949,58.034044,-6.265529
HS3,112630,896279,57.863205,-6.847256
HS4,121516,896548,57.871234,-6.698328
HS5,102797,885434,57.759742,-6.998868
HS6,87403,873842,57.645598,-7.241453
HS7,78368,853045,57.453262,-7.364657
HS8,77893,824110,57.194146,-7.334777
HS9,66586,800348,56.973603,-7.489441
HU1,503784,431165,53.766528,-0.426971
HU10,502187,425487,53.715825,-0.453064
HU11,517566,438226,53.827032,-0.215296
HU12,528261,425107,53.706663,-0.058358
HU13,503210,426484,53.724579,-0.437232
HU14,499277,426787,53.728069,-0.496725
HU15,491418,428948,53.748925,-0.615168
HU16,504052,438177,53.829476,-0.420544
HU17,503775,440839,53.853442,-0.423857
HU18,520554,447789,53.912261,-0.166170
HU19,534245,427534,53.726963,0.033285
HU2,509455,429468,53.750120,-0.341585
HU20,497591,433496,53.788664,-0.520158
HU3,507601,429041,53.746673,-0.369823
HU4,505765,428430,53.741556,-0.397861
HU5,506907,430562,53.760481,-0.379824
HU6,508091,431988,53.773046,-0.361369
HU7,501314,438880,53.836328,-0.461903
HU74U,513504,431336,53.766035,-0.279526
HU8,512135,431383,53.766758,-0.300255
HU9,512685,441091,53.853854,-0.288368
HX1,408262,424917,53.720616,-1.876276
HX2,405894,425661,53.727341,-1.912140
HX29,407568,425872,53.729207,-1.886772
HX2O,409744,427592,53.744631,-1.853738
HX3,412001,421022,53.685537,-1.819766
HX35T,208208,791976,56.979045,-5.157580
HX4,408308,420683,53.682558,-1.875687
HX5,410656,467431,54.102676,-1.838534
HX6,405480,415389,53.635012,-1.918587
HX7,399132,427084,53.740159,-2.014628
I75P,604496,241432,52.033587,0.979884
IG1,543389,189159,51.583059,0.068189
IG10,542921,196282,51.647186,0.064344
IG11,538820,196527,51.650415,0.005204
IG2,544695,188261,51.574656,0.086649
IG3,531410,212499,51.795720,-0.095823
IG4,542243,188787,51.580003,0.051504
IG5,542980,189505,51.586275,0.062429
IG6,544446,190771,51.597274,0.084099
IG7,545147,192401,51.611738,0.094878
IG74,545648,192416,51.611742,0.102113
IG8,541188,191728,51.606697,0.037478
IG9,542027,196659,51.650800,0.051582
IM1,237900,475554,54.150172,-4.483535
IM2,237117,476518,54.158581,-4.496039
IM3,239997,477950,54.172345,-4.452734
IM4,235349,479745,54.186992,-4.524851
IM5,223557,481140,54.195592,-4.706163
IM6,232056,490973,54.286727,-4.581550
IM7,242825,495696,54.332561,-4.418760
IM8,244715,494621,54.323490,-4.389166
IM9,224520,469639,54.092672,-4.684725
IP1,612016,248243,52.091920,1.093574
IP10,624729,240078,52.013616,1.273469
IP11,623664,233940,51.958953,1.253979
IP12,627099,248378,52.087154,1.313454
IP13,621259,262779,52.218780,1.237743
IP14,607505,263607,52.231567,1.037217
IP15,645974,257002,52.156477,1.594636
IP16,637636,265436,52.235812,1.478893
IP17,636309,266356,52.244635,1.460144
IP18,649983,275570,52.321275,1.666834
IP19,624696,282362,52.393161,1.301015
IP2,611797,248406,52.093465,1.090488
IP20,626659,283564,52.403137,1.330633
IP21,614294,276488,52.344595,1.144649
IP22,602889,283130,52.408561,0.981481
IP23,608881,270330,52.291401,1.061485
IP24,586226,282689,52.410527,0.736577
IP25,581357,302142,52.586848,0.675658
IP26,565884,287327,52.458719,0.440107
IP27,574028,287676,52.459323,0.560023
IP28,571802,273140,52.329473,0.519852
IP29,581434,259657,52.205289,0.653795
IP3,613021,246967,52.080076,1.107421
IP30,590645,258588,52.192587,0.787826
IP31,593429,270281,52.296608,0.835199
IP32,586908,265567,52.256538,0.737081
IP33,584902,264132,52.244329,0.706937
IP4,616483,244127,52.053244,1.156078
IP5,622493,245396,52.062256,1.244404
IP6,612577,254340,52.146438,1.105564
IP7,596068,243128,52.051860,0.858164
IP8,610669,245849,52.070940,1.072460
IP9,606115,244373,52.059394,1.005230
IV1,265786,849150,57.512566,-4.242069
IV10,273380,857697,57.591472,-4.119871
IV11,277624,866620,57.672738,-4.053444
IV12,292231,822260,57.278208,-3.789103
IV13,278748,826868,57.316192,-4.014849
IV14,247954,863386,57.634676,-4.548340
IV15,256296,860010,57.607116,-4.406767
IV16,257472,865768,57.659158,-4.390500
IV17,267771,869590,57.696610,-4.220132
IV18,271972,869684,57.698667,-4.149761
IV19,275084,882172,57.811642,-4.104080
IV2,269602,844091,57.468273,-4.175721
IV20,287434,880373,57.798773,-3.895527
IV21,177129,877940,57.735684,-5.745650
IV22,193488,873106,57.700162,-5.467290
IV23,220738,878645,57.761545,-5.014884
IV24,258237,891110,57.886835,-4.392678
IV25,279740,891469,57.896369,-4.030478
IV26,220512,862446,57.616154,-5.006622
IV27,233661,935352,58.275234,-4.838018
IV28,272604,901956,57.988510,-4.156418
IV3,275123,819768,57.251483,-4.071396
IV30,318978,862742,57.647272,-3.359058
IV31,348186,768720,56.807087,-2.850148
IV32,334304,859377,57.619544,-3.101444
IV33,327688,849392,57.528862,-3.209201
IV35,289476,870932,57.714517,-3.856837
IV36,304447,859404,57.614449,-3.601081
IV4,241223,840394,57.426053,-4.645943
IV40,175533,829664,57.302180,-5.727922
IV41,175393,826392,57.272775,-5.727263
IV42,173902,822981,57.241467,-5.748822
IV43,213013,836424,57.379703,-5.112010
IV44,164160,810844,57.127777,-5.898379
IV45,187728,814696,57.173806,-5.513125
IV46,158616,809912,57.116548,-5.988833
IV47,140566,828235,57.270856,-6.305147
IV48,153224,832208,57.313458,-6.099776
IV49,160781,823502,57.239473,-5.966204
IV5,255040,845496,57.476453,-4.419115
IV51,163632,825775,57.261320,-5.921259
IV52,180302,832879,57.333323,-5.651789
IV53,186333,834303,57.348948,-5.553054
IV54,186003,843902,57.434858,-5.566882
IV55,125678,846308,57.424003,-6.571357
IV56,135568,837760,57.353300,-6.397981
IV6,241116,853702,57.545423,-4.656389
IV63,237152,821555,57.255576,-4.701213
IV7,264318,861743,57.625149,-4.273599
IV8,264306,852779,57.544698,-4.268787
IV9,270027,854830,57.564782,-4.174368
J1T,405528,488984,54.296455,-1.916572
KA1,242080,635821,55.590345,-4.507381
KA10,262047,575128,55.051446,-4.160969
KA11,234990,637459,55.602697,-4.620733
KA12,231963,639418,55.619237,-4.669927
KA13,236209,644981,55.670619,-4.605896
KA14,231912,654501,55.754594,-4.679989
KA15,234319,652484,55.737322,-4.640455
KA16,253272,637176,55.606005,-4.330695
KA17,256555,639589,55.628653,-4.279883
KA18,260584,619482,55.449292,-4.205803
KA19,227279,640204,55.624658,-4.744706
KA2,238790,637295,55.602494,-4.560386
KA20,226421,642229,55.642521,-4.759590
KA21,224856,642048,55.640332,-4.784313
KA22,223128,642738,55.645904,-4.812175
KA23,221074,648596,55.697717,-4.848586
KA24,229838,650064,55.714045,-4.710229
KA25,231520,654480,55.754266,-4.686215
KA26,218282,593275,55.200228,-4.856814
KA27,198488,631396,55.534556,-5.194788
KA28,216306,654990,55.753312,-4.928644
KA29,220940,655260,55.757467,-4.855086
KA3,242791,643395,55.658558,-4.500442
KA30,246515,610410,55.363643,-4.423039
KA4,251124,635293,55.588448,-4.363733
KA5,244148,629873,55.537611,-4.471255
KA6,241720,617541,55.426135,-4.502648
KA7,233230,620407,55.449040,-4.638366
KA74E,232824,619432,55.440147,-4.644202
KA8,234929,622677,55.469994,-4.612881
KA9,235411,626209,55.501859,-4.607369
KT1,518297,168967,51.407400,-0.300548
KT10,514910,164576,51.368635,-0.350641
KT11,511231,160365,51.331518,-0.404775
KT12,509862,168445,51.404405,-0.421936
KT13,507001,170383,51.422373,-0.462455
KT14,501875,191388,51.612124,-0.530093
KT15,501973,162863,51.355700,-0.536911
KT16,503072,165522,51.379401,-0.520362
KT17,522627,161324,51.337796,-0.240955
KT18,521121,158979,51.317040,-0.263361
KT19,520787,162391,51.347777,-0.266986
